sentence_id,word_id,word,word_lower,pos,head_dist,abs_head_dist,direction,token_frequency,log_token_frequency,token_length,sentence_position,relation_type,token_length_bin,sentence_position_bin,abs_head_dist_bin,frequency_bin,matched_stratum_id
reviews-391012-0007,22,fact,fact,NOUN,2,2,Before Head,53,3.9889840465642745,4,24,obl,3-4,21-25,1-2,"(3.497, 4.22]",387
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0026,10,panic,panic,NOUN,-1,1,After Head,2,1.0986122886681096,5,12,nsubj,5-6,11-15,1-2,"(0.692, 1.386]",132
reviews-162422-0015,8,day,day,NOUN,-5,5,After Head,171,5.147494476813453,3,10,obj,3-4,6-10,5-6,"(4.22, 8.54]",275
email-enronsent20_01-0036,5,issues,issues,NOUN,-4,4,After Head,44,3.8066624897703196,6,6,nsubj,5-6,6-10,3-4,"(3.497, 4.22]",184
email-enronsent11_01-0028,1,Stock,stock,NOUN,2,2,Before Head,21,3.091042453358316,5,2,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
answers-20111107175720AAlb2TB_ans-0027,12,thing,thing,NOUN,-3,3,After Head,82,4.418840607796598,5,13,nsubj,5-6,11-15,3-4,"(4.22, 8.54]",143
email-enronsent17_01-0106,6,time,time,NOUN,2,2,Before Head,397,5.986452005284438,4,7,nsubj,3-4,6-10,1-2,"(4.22, 8.54]",118
email-enronsent40_01-0017,9,condition,condition,NOUN,-6,6,After Head,13,2.639057329615259,9,10,advcl,9-10,6-10,5-6,"(2.197, 2.833]",9
answers-20111108105919AAHXkZF_ans-0001,4,lifespan,lifespan,NOUN,-4,4,After Head,1,0.6931471805599453,8,5,nsubj,7-8,1-5,3-4,"(0.692, 1.386]",191
reviews-326439-0010,4,CHEF,chef,NOUN,2,2,Before Head,8,2.1972245773362196,4,5,compound,3-4,1-5,1-2,"(1.386, 2.197]",16
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0031,9,girlfriend,girlfriend,NOUN,4,4,Before Head,10,2.3978952727983707,10,10,nsubj,9-10,6-10,3-4,"(2.197, 2.833]",259
answers-20111104175256AAL21Ha_ans-0003,6,presence,presence,NOUN,-4,4,After Head,11,2.4849066497880004,8,7,nsubj,7-8,6-10,3-4,"(2.197, 2.833]",232
answers-20111108084355AAvLpRa_ans-0006,25,year,year,NOUN,-2,2,After Head,172,5.153291594497779,4,26,obl:unmarked,3-4,26-30,1-2,"(4.22, 8.54]",313
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0179,3,claim,claim,NOUN,-2,2,After Head,17,2.8903717578961645,5,4,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012-0003,7,curfew,curfew,NOUN,3,3,Before Head,1,0.6931471805599453,6,8,nsubj:pass,5-6,6-10,3-4,"(0.692, 1.386]",58
answers-20111108084119AAhsBk8_ans-0015,16,point,point,NOUN,-2,2,After Head,74,4.31748811353631,5,17,nsubj,5-6,16-20,1-2,"(4.22, 8.54]",154
reviews-180886-0002,10,friends,friends,NOUN,3,3,Before Head,50,3.9318256327243257,7,11,nsubj,7-8,11-15,3-4,"(3.497, 4.22]",208
reviews-220214-0002,18,month,month,NOUN,1,1,Before Head,52,3.970291913552122,5,20,obl:unmarked,5-6,16-20,1-2,"(3.497, 4.22]",332
answers-20111107194805AAdINwt_ans-0019,3,bus,bus,NOUN,-3,3,After Head,25,3.258096538021482,3,4,obl,3-4,1-5,3-4,"(2.833, 3.497]",368
weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0077,36,bill,bill,NOUN,-5,5,After Head,32,3.4965075614664802,4,37,obl,3-4,36-40,5-6,"(2.833, 3.497]",398
answers-20111108092738AA2dtyW_ans-0008,10,air,air,NOUN,2,2,Before Head,41,3.7376696182833684,3,11,nsubj,3-4,11-15,1-2,"(3.497, 4.22]",93
newsgroup-groups.google.com_humanities.lit.authors.shakespeare_0018a7697318f71f_ENG_20031006_163200-0027,8,father,father,NOUN,-3,3,After Head,15,2.772588722239781,6,9,obl,5-6,6-10,3-4,"(2.197, 2.833]",453
reviews-363685-0010,11,top,top,NOUN,-6,6,After Head,42,3.7612001156935624,3,12,obl,3-4,11-15,5-6,"(3.497, 4.22]",376
weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0030,22,generals,generals,NOUN,3,3,Before Head,2,1.0986122886681096,8,23,nsubj,7-8,21-25,3-4,"(0.692, 1.386]",218
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0197,11,Year,year,NOUN,-2,2,After Head,172,5.153291594497779,4,12,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0019,12,regime,regime,NOUN,6,6,Before Head,14,2.70805020110221,6,13,nsubj,5-6,11-15,5-6,"(2.197, 2.833]",138
email-enronsent19_01-0056,1,coordinator's,coordinator's,NOUN,1,1,Before Head,1,0.6931471805599453,13,2,nsubj,13-14,1-5,1-2,"(0.692, 1.386]",79
answers-20111108094831AAnOjgr_ans-0006,23,stop,stop,NOUN,-3,3,After Head,38,3.6635616461296463,4,25,obj,3-4,21-25,3-4,"(3.497, 4.22]",270
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0082,4,dominance,dominance,NOUN,-2,2,After Head,2,1.0986122886681096,9,5,nsubj,9-10,1-5,1-2,"(0.692, 1.386]",239
reviews-361316-0002,4,house,house,NOUN,-3,3,After Head,64,4.174387269895637,5,5,obl,5-6,1-5,3-4,"(3.497, 4.22]",420
reviews-313714-0006,5,child,child,NOUN,1,1,Before Head,20,3.044522437723423,5,6,nsubj,5-6,6-10,1-2,"(2.833, 3.497]",181
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0088,4,despair,despair,NOUN,-3,3,After Head,2,1.0986122886681096,7,5,nsubj,7-8,1-5,3-4,"(0.692, 1.386]",191
answers-20111108104352AASs5OZ_ans-0009,18,day,day,NOUN,-2,2,After Head,171,5.147494476813453,3,19,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
answers-20111108084416AAoPgBv_ans-0002,25,place,place,NOUN,-6,6,After Head,186,5.231108616854587,5,27,nsubj,5-6,26-30,5-6,"(4.22, 8.54]",167
email-enronsent25_01-0007,16,hours,hours,NOUN,-2,2,After Head,51,3.9512437185814275,5,17,obl:unmarked,5-6,16-20,1-2,"(3.497, 4.22]",332
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0009,6,murderer,murderer,NOUN,-4,4,After Head,4,1.6094379124341003,8,7,advcl,7-8,6-10,3-4,"(1.386, 2.197]",8
weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0010,1,distinction,distinction,NOUN,3,3,Before Head,4,1.6094379124341003,11,2,nsubj,11-12,1-5,3-4,"(1.386, 2.197]",69
answers-20111108105749AABv7vx_ans-0020,13,month,month,NOUN,3,3,Before Head,52,3.970291913552122,5,14,obl,5-6,11-15,3-4,"(3.497, 4.22]",428
answers-20111108100918AATaSIx_ans-0008,4,stores,stores,NOUN,-4,4,After Head,8,2.1972245773362196,6,5,obl,5-6,1-5,3-4,"(1.386, 2.197]",414
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0008,3,seconds,seconds,NOUN,1,1,Before Head,4,1.6094379124341003,7,4,obl:unmarked,7-8,1-5,1-2,"(1.386, 2.197]",345
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0078,1,cousins,cousins,NOUN,4,4,Before Head,1,0.6931471805599453,7,2,nsubj:pass,7-8,1-5,3-4,"(0.692, 1.386]",61
weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0012,4,thing,thing,NOUN,-3,3,After Head,82,4.418840607796598,5,5,obj,5-6,1-5,3-4,"(4.22, 8.54]",279
reviews-109263-0001,9,times,times,NOUN,4,4,Before Head,69,4.248495242049359,5,10,obl:unmarked,5-6,6-10,3-4,"(4.22, 8.54]",343
email-enronsent42_01-0076,3,trip,trip,NOUN,-3,3,After Head,31,3.4657359027997265,4,4,nsubj,3-4,1-5,3-4,"(2.833, 3.497]",86
reviews-308387-0004,13,DAY,day,NOUN,6,6,Before Head,171,5.147494476813453,3,14,obl,3-4,11-15,5-6,"(4.22, 8.54]",379
weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0002,25,effect,effect,NOUN,3,3,Before Head,8,2.1972245773362196,6,26,obj,5-6,26-30,3-4,"(1.386, 2.197]",285
reviews-009970-0006,5,family,family,NOUN,1,1,Before Head,88,4.48863636973214,6,6,obl:unmarked,5-6,6-10,1-2,"(4.22, 8.54]",342
email-enronsent37_01-0101,4,remainder,remainder,NOUN,-3,3,After Head,3,1.3862943611198906,9,5,obl,9-10,1-5,3-4,"(0.692, 1.386]",499
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0035,8,brief,brief,NOUN,-3,3,After Head,7,2.0794415416798357,5,9,nsubj,5-6,6-10,3-4,"(1.386, 2.197]",176
answers-20111108110329AAxl1pb_ans-0015,4,male,male,NOUN,2,2,Before Head,19,2.995732273553991,4,5,nsubj,3-4,1-5,1-2,"(2.833, 3.497]",85
answers-20111107194625AAAUBXm_ans-0015,8,clay,clay,NOUN,1,1,Before Head,6,1.9459101490553132,4,9,nsubj,3-4,6-10,1-2,"(1.386, 2.197]",113
reviews-240287-0003,11,prices,prices,NOUN,2,2,Before Head,44,3.8066624897703196,6,13,nsubj,5-6,11-15,1-2,"(3.497, 4.22]",141
answers-20111108104350AAp4hGP_ans-0011,11,bit,bit,NOUN,-3,3,After Head,55,4.02535169073515,3,12,obl:unmarked,3-4,11-15,3-4,"(3.497, 4.22]",302
reviews-266591-0005,4,day,day,NOUN,-2,2,After Head,171,5.147494476813453,3,5,obl:unmarked,3-4,1-5,1-2,"(4.22, 8.54]",299
email-enronsent43_01-0038,1,execution,execution,NOUN,4,4,Before Head,8,2.1972245773362196,9,2,obl,9-10,1-5,3-4,"(1.386, 2.197]",501
email-enronsent39_01-0017,9,members,members,NOUN,-2,2,After Head,42,3.7612001156935624,7,10,obl,7-8,6-10,1-2,"(3.497, 4.22]",496
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0054,17,lions,lions,NOUN,-5,5,After Head,3,1.3862943611198906,5,18,nsubj,5-6,16-20,5-6,"(0.692, 1.386]",145
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0005,9,degrees,degrees,NOUN,6,6,Before Head,8,2.1972245773362196,7,10,obl:unmarked,7-8,6-10,5-6,"(1.386, 2.197]",353
reviews-093655-0003,2,past,past,NOUN,3,3,Before Head,36,3.6109179126442243,4,3,obl,3-4,1-5,3-4,"(3.497, 4.22]",370
reviews-042416-0003,11,hosts,hosts,NOUN,1,1,Before Head,4,1.6094379124341003,5,12,nsubj,5-6,11-15,1-2,"(1.386, 2.197]",134
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0021,4,fur,fur,NOUN,-2,2,After Head,1,0.6931471805599453,3,5,nsubj,3-4,1-5,1-2,"(0.692, 1.386]",80
email-enronsent01_02-0004,7,help,help,NOUN,4,4,Before Head,142,4.962844630259907,4,9,obl,3-4,6-10,3-4,"(4.22, 8.54]",409
weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0003,33,time,time,NOUN,6,6,Before Head,397,5.986452005284438,4,34,obl,3-4,31-35,5-6,"(4.22, 8.54]",397
email-enronsent41_01-0071,7,entities,entities,NOUN,4,4,Before Head,7,2.0794415416798357,8,8,advcl,7-8,6-10,3-4,"(1.386, 2.197]",8
email-enronsent38_01-0013,10,deposit,deposit,NOUN,-4,4,After Head,6,1.9459101490553132,7,11,obl,7-8,11-15,3-4,"(1.386, 2.197]",472
answers-20111108094740AA1lbom_ans-0004,1,fact,fact,NOUN,3,3,Before Head,53,3.9889840465642745,4,2,obl,3-4,1-5,3-4,"(3.497, 4.22]",370
reviews-269560-0001,4,weekend,weekend,NOUN,-3,3,After Head,26,3.295836866004329,7,5,obl:unmarked,7-8,1-5,3-4,"(2.833, 3.497]",346
reviews-290594-0006,19,owners,owners,NOUN,2,2,Before Head,15,2.772588722239781,6,22,nsubj,5-6,21-25,1-2,"(2.197, 2.833]",159
email-enronsent22_01-0012,11,lawyers,lawyers,NOUN,-5,5,After Head,9,2.302585092994046,7,12,obl,7-8,11-15,5-6,"(2.197, 2.833]",474
reviews-069995-0005,8,staff,staff,NOUN,1,1,Before Head,81,4.406719247264253,5,9,nsubj,5-6,6-10,1-2,"(4.22, 8.54]",186
weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0065,9,election,election,NOUN,6,6,Before Head,9,2.302585092994046,8,10,obl,7-8,6-10,5-6,"(2.197, 2.833]",493
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0005,8,grandma,grandma,NOUN,-6,6,After Head,3,1.3862943611198906,7,10,obj,7-8,6-10,5-6,"(0.692, 1.386]",297
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0037,4,expression,expression,NOUN,-4,4,After Head,4,1.6094379124341003,10,5,obl,9-10,1-5,3-4,"(1.386, 2.197]",501
reviews-272836-0002,4,college,college,NOUN,-3,3,After Head,16,2.833213344056216,7,5,obl,7-8,1-5,3-4,"(2.197, 2.833]",467
reviews-336049-0003,19,mins,mins,NOUN,-3,3,After Head,6,1.9459101490553132,4,20,obj,3-4,16-20,3-4,"(1.386, 2.197]",269
reviews-216456-0009,3,times,times,NOUN,-2,2,After Head,69,4.248495242049359,5,4,obl:unmarked,5-6,1-5,1-2,"(4.22, 8.54]",326
answers-20111107152509AA78ktV_ans-0002,29,pros,pros,NOUN,-3,3,After Head,5,1.791759469228055,4,31,nsubj,3-4,31-35,3-4,"(1.386, 2.197]",106
reviews-081934-0004,29,reviews,reviews,NOUN,-3,3,After Head,28,3.367295829986474,7,30,nsubj,7-8,26-30,3-4,"(2.833, 3.497]",223
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0026,4,studies,studies,NOUN,6,6,Before Head,9,2.302585092994046,7,6,obl,7-8,6-10,5-6,"(2.197, 2.833]",493
email-enronsent09_01-0058,2,one,one,NOUN,3,3,Before Head,473,6.161207321695077,3,3,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0067,6,people,people,NOUN,6,6,Before Head,233,5.455321115357702,6,7,ccomp,5-6,6-10,5-6,"(4.22, 8.54]",13
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0030,14,lot,lot,NOUN,1,1,Before Head,89,4.499809670330265,3,17,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
reviews-188548-0012,3,places,places,NOUN,-2,2,After Head,49,3.912023005428146,6,4,nsubj,5-6,1-5,1-2,"(3.497, 4.22]",128
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0270,5,today,today,NOUN,-4,4,After Head,65,4.189654742026425,5,6,obl:unmarked,5-6,6-10,3-4,"(3.497, 4.22]",340
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0014,30,level,level,NOUN,4,4,Before Head,36,3.6109179126442243,5,31,obl,5-6,31-35,3-4,"(3.497, 4.22]",445
answers-20111107194625AAAUBXm_ans-0012,3,way,way,NOUN,-3,3,After Head,204,5.3230099791384085,3,4,nsubj,3-4,1-5,3-4,"(4.22, 8.54]",90
email-enronsent38_01-0094,4,No.,no.,NOUN,-1,1,After Head,7,2.0794415416798357,3,5,compound,3-4,1-5,1-2,"(1.386, 2.197]",16
email-enronsent07_01-0079,12,concerns,concerns,NOUN,-1,1,After Head,13,2.639057329615259,8,13,nsubj,7-8,11-15,1-2,"(2.197, 2.833]",204
email-enronsent40_01-0086,4,noon,noon,NOUN,-3,3,After Head,7,2.0794415416798357,4,5,obl,3-4,1-5,3-4,"(1.386, 2.197]",366
reviews-095040-0002,5,buyers,buyers,NOUN,6,6,Before Head,2,1.0986122886681096,6,6,obl,5-6,6-10,5-6,"(0.692, 1.386]",449
answers-20111108110329AAxl1pb_ans-0045,10,tails,tails,NOUN,2,2,Before Head,1,0.6931471805599453,5,11,nsubj,5-6,11-15,1-2,"(0.692, 1.386]",132
weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0041,7,officials,officials,NOUN,4,4,Before Head,30,3.4339872044851463,9,8,obl,9-10,6-10,3-4,"(2.833, 3.497]",513
email-enronsent08_02-0059,4,tommorow,tommorow,NOUN,-4,4,After Head,1,0.6931471805599453,8,5,obl:unmarked,7-8,1-5,3-4,"(0.692, 1.386]",344
reviews-039383-0008,2,sandwich,sandwich,NOUN,1,1,Before Head,6,1.9459101490553132,8,3,nsubj,7-8,1-5,1-2,"(1.386, 2.197]",192
reviews-290594-0009,5,lot,lot,NOUN,-2,2,After Head,89,4.499809670330265,3,6,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
reviews-055976-0005,5,doctor,doctor,NOUN,1,1,Before Head,34,3.5553480614894135,6,6,nsubj,5-6,6-10,1-2,"(3.497, 4.22]",183
answers-20111108111107AAlrzok_ans-0011,32,time,time,NOUN,-3,3,After Head,397,5.986452005284438,4,34,obl:unmarked,3-4,31-35,3-4,"(4.22, 8.54]",314
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0236,7,fall,fall,NOUN,-6,6,After Head,25,3.258096538021482,4,8,obl,3-4,6-10,5-6,"(2.833, 3.497]",404
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0048,14,end,end,NOUN,4,4,Before Head,83,4.430816798843313,3,16,obl,3-4,16-20,3-4,"(4.22, 8.54]",385
email-enronsent17_01-0006,8,cases,cases,NOUN,3,3,Before Head,12,2.5649493574615367,5,9,obl,5-6,6-10,3-4,"(2.197, 2.833]",453
email-enronsent10_01-0023,4,message,message,NOUN,-3,3,After Head,44,3.8066624897703196,7,5,obl,7-8,1-5,3-4,"(3.497, 4.22]",470
email-enronsent35_01-0004,4,invitaion,invitaion,NOUN,-4,4,After Head,1,0.6931471805599453,9,5,obl,9-10,1-5,3-4,"(0.692, 1.386]",499
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0067,3,lines,lines,NOUN,-3,3,After Head,19,2.995732273553991,5,4,obl,5-6,1-5,3-4,"(2.833, 3.497]",418
answers-20111108065616AAKtL2c_ans-0074,8,week,week,NOUN,1,1,Before Head,89,4.499809670330265,4,9,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
answers-20111108104724AAuBUR7_ans-0075,9,farmers,farmers,NOUN,2,2,Before Head,1,0.6931471805599453,7,10,nsubj,7-8,6-10,1-2,"(0.692, 1.386]",225
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0070,2,camp,camp,NOUN,1,1,Before Head,6,1.9459101490553132,4,3,nsubj,3-4,1-5,1-2,"(1.386, 2.197]",81
newsgroup-groups.google.com_alt.animals.badgers_172dcd8baf26948f_ENG_20040823_121900-0013,14,out,out,NOUN,1,1,Before Head,442,6.093569770045136,3,15,obj,3-4,11-15,1-2,"(4.22, 8.54]",268
answers-20111108105520AA73Axw_ans-0026,27,time,time,NOUN,-6,6,After Head,397,5.986452005284438,4,28,obl,3-4,26-30,5-6,"(4.22, 8.54]",394
answers-20111108104551AAVAVQR_ans-0024,4,behavior,behavior,NOUN,1,1,Before Head,13,2.639057329615259,8,6,nsubj,7-8,6-10,1-2,"(2.197, 2.833]",231
answers-20111108111312AAq4ETn_ans-0043,10,lot,lot,NOUN,-2,2,After Head,89,4.499809670330265,3,11,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
answers-20111108104724AAuBUR7_ans-0071,11,treatment,treatment,NOUN,-2,2,After Head,22,3.1354942159291497,9,12,nsubj,9-10,11-15,1-2,"(2.833, 3.497]",248
email-enronsent13_01-0036,8,form,form,NOUN,-6,6,After Head,40,3.713572066704308,4,9,nsubj:pass,3-4,6-10,5-6,"(3.497, 4.22]",55
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0028,7,transaction,transaction,NOUN,4,4,Before Head,19,2.995732273553991,11,8,nsubj,11-12,6-10,3-4,"(2.833, 3.497]",78
answers-20111108104352AASs5OZ_ans-0032,8,time,time,NOUN,-2,2,After Head,397,5.986452005284438,4,9,obl:unmarked,3-4,6-10,1-2,"(4.22, 8.54]",320
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0034,18,year,year,NOUN,-2,2,After Head,172,5.153291594497779,4,19,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
answers-20111107175720AAlb2TB_ans-0018,13,people,people,NOUN,-3,3,After Head,233,5.455321115357702,6,14,nsubj,5-6,11-15,3-4,"(4.22, 8.54]",143
answers-20111108101850AAhNuvz_ans-0014,12,day,day,NOUN,-2,2,After Head,171,5.147494476813453,3,13,obl,3-4,11-15,1-2,"(4.22, 8.54]",377
answers-20111108111312AAq4ETn_ans-0002,8,days,days,NOUN,-4,4,After Head,106,4.672828834461906,4,9,obl,3-4,6-10,3-4,"(4.22, 8.54]",409
weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0012,4,direction,direction,NOUN,-3,3,After Head,6,1.9459101490553132,9,5,obl,9-10,1-5,3-4,"(1.386, 2.197]",501
email-enronsent17_01-0052,4,time,time,NOUN,-2,2,After Head,397,5.986452005284438,4,5,nmod:unmarked,3-4,1-5,1-2,"(4.22, 8.54]",24
answers-20111101180811AAZtKpz_ans-0003,5,hotel,hotel,NOUN,-3,3,After Head,48,3.8918202981106265,5,6,obl,5-6,6-10,3-4,"(3.497, 4.22]",458
answers-20111108105629AAiZUDY_ans-0045,8,reason,reason,NOUN,3,3,Before Head,39,3.6888794541139363,6,9,obl,5-6,6-10,3-4,"(3.497, 4.22]",458
answers-20111107152509AA78ktV_ans-0005,7,loads,loads,NOUN,-1,1,After Head,2,1.0986122886681096,5,10,nsubj,5-6,6-10,1-2,"(0.692, 1.386]",173
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0126,14,year,year,NOUN,1,1,Before Head,172,5.153291594497779,4,16,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
answers-20111108092321AAK0Eqp_ans-0012,12,time,time,NOUN,-6,6,After Head,397,5.986452005284438,4,13,obl,3-4,11-15,5-6,"(4.22, 8.54]",379
reviews-079007-0009,12,line,line,NOUN,-2,2,After Head,56,4.04305126783455,4,13,nmod,3-4,11-15,1-2,"(3.497, 4.22]",33
answers-20111108104206AAygiaE_ans-0022,7,opportunity,opportunity,NOUN,-3,3,After Head,16,2.833213344056216,11,8,nsubj,11-12,6-10,3-4,"(2.197, 2.833]",77
email-enronsent17_01-0024,2,plenty,plenty,NOUN,-1,1,After Head,18,2.9444389791664403,6,3,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
reviews-057386-0003,7,couple,couple,NOUN,3,3,Before Head,51,3.9512437185814275,6,8,obl:unmarked,5-6,6-10,3-4,"(3.497, 4.22]",340
email-enronsent34_01-0048,2,day,day,NOUN,2,2,Before Head,171,5.147494476813453,3,3,nsubj,3-4,1-5,1-2,"(4.22, 8.54]",89
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0045,12,times,times,NOUN,1,1,Before Head,69,4.248495242049359,5,13,obl:unmarked,5-6,11-15,1-2,"(4.22, 8.54]",330
weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0076,10,face,face,NOUN,6,6,Before Head,28,3.367295829986474,4,11,obl,3-4,11-15,5-6,"(2.833, 3.497]",374
answers-20111108102621AA3hPqj_ans-0005,13,time,time,NOUN,-4,4,After Head,397,5.986452005284438,4,15,obl:unmarked,3-4,11-15,3-4,"(4.22, 8.54]",304
answers-20111108091921AAaLK4e_ans-0020,9,client,client,NOUN,5,5,Before Head,16,2.833213344056216,6,11,advcl,5-6,11-15,5-6,"(2.197, 2.833]",4
email-enronsent31_01-0060,28,formula,formula,NOUN,2,2,Before Head,1,0.6931471805599453,7,29,obj,7-8,26-30,1-2,"(0.692, 1.386]",295
reviews-149741-0002,26,lot,lot,NOUN,1,1,Before Head,89,4.499809670330265,3,27,obl:unmarked,3-4,26-30,1-2,"(4.22, 8.54]",313
answers-20111108084416AAoPgBv_ans-0025,4,age,age,NOUN,-3,3,After Head,19,2.995732273553991,3,5,obl,3-4,1-5,3-4,"(2.833, 3.497]",368
reviews-331662-0004,1,staff,staff,NOUN,3,3,Before Head,81,4.406719247264253,5,2,nsubj,5-6,1-5,3-4,"(4.22, 8.54]",131
reviews-111583-0005,13,way,way,NOUN,-2,2,After Head,204,5.3230099791384085,3,14,nsubj,3-4,11-15,1-2,"(4.22, 8.54]",95
reviews-180886-0005,3,person,person,NOUN,-3,3,After Head,68,4.23410650459726,6,4,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
newsgroup-groups.google.com_civicamerican_22c54c292026bfd2_ENG_20060128_072400-0006,5,nomination,nomination,NOUN,3,3,Before Head,4,1.6094379124341003,10,6,nsubj,9-10,6-10,3-4,"(1.386, 2.197]",257
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0157,12,food,food,NOUN,1,1,Before Head,167,5.123963979403259,4,13,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0099,16,operations,operations,NOUN,4,4,Before Head,19,2.995732273553991,10,17,nsubj,9-10,16-20,3-4,"(2.833, 3.497]",250
reviews-303922-0004,7,concerns,concerns,NOUN,-5,5,After Head,13,2.639057329615259,8,8,obl,7-8,6-10,5-6,"(2.197, 2.833]",493
email-enronsent06_01-0061,13,today,today,NOUN,-1,1,After Head,65,4.189654742026425,5,14,obl:unmarked,5-6,11-15,1-2,"(3.497, 4.22]",328
answers-20111108085945AAgJhOG_ans-0012,5,worms,worms,NOUN,-5,5,After Head,9,2.302585092994046,5,7,nsubj,5-6,6-10,5-6,"(2.197, 2.833]",180
reviews-338429-0016,1,spaces,spaces,NOUN,3,3,Before Head,2,1.0986122886681096,6,2,nsubj,5-6,1-5,3-4,"(0.692, 1.386]",121
reviews-338429-0013,1,time,time,NOUN,1,1,Before Head,397,5.986452005284438,4,2,obl:unmarked,3-4,1-5,1-2,"(4.22, 8.54]",299
newsgroup-groups.google.com_alt.animals.bear_395d998336aec581_ENG_20031225_105300-0011,19,bear,bear,NOUN,1,1,Before Head,15,2.772588722239781,4,20,nsubj,3-4,16-20,1-2,"(2.197, 2.833]",98
newsgroup-groups.google.com_IndiaNewsWindow_1405662573fa84ed_ENG_20050831_110400-0007,2,conditions,conditions,NOUN,3,3,Before Head,11,2.4849066497880004,10,3,obl,9-10,1-5,3-4,"(2.197, 2.833]",503
email-enronsent00_01-0010,2,point,point,NOUN,4,4,Before Head,74,4.31748811353631,5,3,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
reviews-148971-0006,6,months,months,NOUN,3,3,Before Head,59,4.0943445622221,6,7,obl,5-6,6-10,3-4,"(3.497, 4.22]",458
email-enronsent43_01-0034,6,interconnect,interconnect,NOUN,4,4,Before Head,15,2.772588722239781,12,7,nsubj,11-12,6-10,3-4,"(2.197, 2.833]",77
